,Category,keyword,title,price,stars,votes,index
3877,Music & Audio,Mixing & Mastering,mix and master your tracks,22.22,5,4,3878
3878,Writing & Translation,Cover Letters,create a professional cover letter to ensure an interview,22.22,4.9,861,3879
3879,Music & Audio,Music TranscriptionNew,"arrange any song for a cappella ensemble, band or choir",17.78,5,4,3880
3880,Programming & Tech,Website Builders & CMS,design a high end webflow website for you,88.88,5,2,3881
3881,Writing & Translation,Online Language LessonsNew,teach you english online via skype,13.33,5,20,3882
3882,Writing & Translation,Resume Writing,provide professional resume writing services,57.77,4.8,1k+,3883
3883,Business,Data Entry,"do web research, email list building, data mining",17.78,4.8,10,3884
3884,Writing & Translation,Creative Writing,write punchy one liner jokes for you,31.11,5,15,3885
3885,Writing & Translation,Translation,"translate your amazon listing into english, french, spanish, italian, german",13.33,5,19,3886
3886,Digital Marketing,Domain Research,register for you godaddy domain names,8.89,5,2,3887
3887,Music & Audio,Voice Over,produce a professional US male voice over,35.55,5,1k+,3888
3888,Video & Animation,Short Video Ads,do commercial 2d animation,44.44,4.9,53,3889
3889,Video & Animation,Spokespersons Videos,make an awesome breaking news video for you in 24 hours,44.44,5,5,3890
3890,Video & Animation,App & Website Previews,animate your application slides and website,17.78,5,1,3891
3891,Programming & Tech,Development for StreamersNew,do custom stream alerts for twitch,26.66,4.8,24,3892
3892,Music & Audio,Online Music LessonsNew,teach ableton live and music production lessons,31.11,5,69,3893
3893,Lifestyle,Personal StylistsNew,be your wardrobe stylist and personal shopper,8.89,5,18,3894
3894,Business,Business Consulting,"craft a business plan, financial plan and proposal",17.78,5,4,3895
3895,Writing & Translation,Book & eBook Writing,write or ghostwrite your fiction story,13.33,4.9,130,3896
3896,Lifestyle,Spiritual & Healing,bind a djinn to your spirit professional custom conjuration,22.22,4.9,45,3897
3897,Music & Audio,Sound DesignNew,"do sound effects, foley, mix, 51surround for audiovisuals, films",22.22,5,189,3898
3898,Lifestyle,Cooking Lessons,give online cooking lessons,13.33,5,1,3899
3899,Writing & Translation,Speechwriting,create the best letter handwriting practice for beginners,8.89,5,4,3900
3900,Programming & Tech,WordPress,do web design and build professional website or landing page,84.43,5,110,3901
3901,Programming & Tech,Web Programming,develop PHP application or api for you,88.88,4.9,18,3902
3902,Lifestyle,Cooking Lessons,give you 300 italian great food recipes with instant delivery,4.44,5,2,3903
3903,Writing & Translation,Brand Voice & Tone,"craft your brand story, brand mission, about us, privacy policy, brand vision",17.78,4.9,10,3904
3904,Writing & Translation,Social Media Copy,create exceptionally unique facebook content for you,17.78,5,8,3905
3905,Business,E-Commerce ManagementNew,source manufacturers or suppliers in china,22.22,4.9,190,3906
3906,Programming & Tech,Development for StreamersNew,setup your stream on streamlabs obs for twitch and youtube,13.33,nul,nul,3907
3907,Writing & Translation,Proofreading & Editing,"be your book editor, unlimited word count, proofreading, line editing",88.88,5,27,3908
3908,Video & Animation,App & Website Previews,Our studio will do app promo commercial or explainer video ads for marketing or sales,222.19,4.8,6,3909
3909,Business,Legal Consulting,"be filing your trademarks,copyrights and patents,in any country",26.66,5,675,3910
3910,Video & Animation,Short Video Ads,"create a product video ad for amazon, shopify or dropshipping",128.87,5,153,3911
3911,Lifestyle,Your Message On...,make the hollywood sign say whatever you want,4.44,5,6,3912
3912,Business,Financial ConsultingNew,"prepare financial model, business plan, projections and financial plan",159.98,5,101,3913
3913,Video & Animation,Real Estate Promos,make 9 we buy houses instagram or facebook story video,17.78,4.7,10,3914
3914,Business,Financial ConsultingNew,prepare your personal and business income tax returns for you,66.66,5,5,3915
3915,Video & Animation,eLearning Video ProductionNew,turn presentation slide decks into e learning videos,44.44,5,1,3916
3916,Lifestyle,Arts & Crafts,paint your miniatures to whatever standard you desire,4.44,5,3,3917
3917,Video & Animation,Animation for Streamers,make twitch alert animations with characters,26.66,4.7,54,3918
3918,Video & Animation,Subtitles & Captions,translate and subtitle from or to japanese all manually,4.44,4.9,21,3919
3919,Business,Branding Services,get your logo or service mark trademarked,48.88,5,8,3920
3920,Writing & Translation,Press Releases,write an SEO press release for higher search rankings,133.32,5,1k+,3921
3921,Video & Animation,3D Product Animation,create the best seller 3d product commercial videos and more,48.88,5,18,3922
3922,Lifestyle,Cooking Lessons,teach you traditional chinese recipes,4.44,5,1,3923
3923,Music & Audio,Producers & Composers,"turn your lyrics into a radio ready, fully produced track",159.98,5,147,3924
3924,Writing & Translation,Book & eBook Writing,write your book or ebook,159.98,5,52,3925
3925,Business,Career Counseling,help you negotiate salary or give you career advice,66.66,5,36,3926
3926,Video & Animation,Animation for Kids,create unique 2d animated videos for kids,8.89,5,8,3927
3927,Lifestyle,Astrology & Readings,"life purpose, path, and destiny tarot reading",8.89,5,49,3928
3928,Writing & Translation,Articles & Blog Posts,write forex trading content for your blog or website,35.55,5,19,3929
3929,Writing & Translation,Case Studies,"write accounting and finance solutions, articles and reports",13.33,5,71,3930
3930,Video & Animation,Unboxing VideosNew,video and pictures editing as well as i can create logo,4.44,nul,nul,3931
3931,Business,Flyer Distribution,distribute your flyer in new york city and provide proof via photos,44.44,5,23,3932
3932,Programming & Tech,Chatbots,create instagram bot that will grow your account,22.22,4.7,4,3933
3933,Video & Animation,Visual Effects,provide blockbuster vfx visual effects for your video,53.33,5,4,3934
3934,Music & Audio,Online Music LessonsNew,teach you a beginning to high level guitar or bass lesson,13.33,5,18,3935
3935,Lifestyle,Astrology & Readings,telepathy open influence and read any mind with accuracy,4.44,5,71,3936
3936,Digital Marketing,Web Traffic,rank your website first page of google,22.22,5,29,3937
3937,Video & Animation,Live Action Explainers,create an amazon product demo videos that converts,62.21,5,22,3938
3938,Business,Business Consulting,help you attract clients and grow your business,17.78,nul,nul,3939
3939,Music & Audio,Session Musicians,record professional electric guitar tracks,88.88,5,17,3940
3940,Writing & Translation,Articles & Blog Posts,write viral health and fitness articles and blog posts,44.44,nul,nul,3941
3941,Writing & Translation,Scriptwriting,create a hot video sales letter that converts bored leads,133.32,5,11,3942
3942,Digital Marketing,Influencer Marketing,dance on your song to promote your music,39.99,5,9,3943
3943,Programming & Tech,Databases,build a  fully custom designed filemaker database or enhance yours,88.88,5,5,3944
3944,Digital Marketing,Domain Research,find high authority expired domain name research,4.44,5,8,3945
3945,Business,Legal Consulting,do a patent trademark search for your amazon product or idea,4.44,5,37,3946
3946,Business,Business Consulting,be your xero virtual bookkeeper and accountant,35.55,5,12,3947
3947,Video & Animation,Unboxing VideosNew,create an amazon  product unboxing video for you,222.19,5,93,3948
3948,Business,Lead Generation,be your bilingual cold caller for real estate,13.33,5,8,3949
3949,Video & Animation,Local PhotographyBeta,do a fashion photoshoot,186.64,nul,nul,3950
3950,Digital Marketing,Music Promotion,advertise on popular radio station,26.66,4.6,52,3951
3951,Digital Marketing,Local SEO,rock your local SEO traffic and leads,262.19,5,26,3952
3952,Writing & Translation,LinkedIn Profiles,write and optimize your linkedin profile in 24 hours,4.44,5,2,3953
3953,Programming & Tech,User Testing,provide consultation for your online course,57.77,4.9,27,3954
3954,Writing & Translation,White Papers,write a comprehensive white paper and also design it,177.76,4.8,5,3955
3955,Writing & Translation,Scriptwriting,ghost rewrite your film scripts,84.43,5,10,3956
3956,Business,Flyer Distribution,distribute flyers in toronto,35.55,5,2,3957
3957,Music & Audio,Jingles & Intros,"create original podcast intro, outro, jingle or audio logo",44.44,5,218,3958
3958,Programming & Tech,Website Builders & CMS,build and launch a custom webflow website,266.63,5,11,3959
3959,Video & Animation,Intros & Outros,do custom video intro,84.43,5,282,3960
3960,Business,Career Counseling,help you prepare to interview for the job you want,44.44,5,1,3961
3961,Business,E-Commerce ManagementNew,"upload your product listing on amazon,ebay,etsy,shopify ,wix",88.88,5,11,3962
3962,Music & Audio,Vocal Tuning,perfectly tune and pitch correct your vocals,8.89,5,1,3963
3963,Programming & Tech,Web Programming,develop any kind of chrome extension,44.44,5,268,3964
3964,Music & Audio,Dialogue Editing,denoise and edit your audio dialogue,4.44,nul,nul,3965
3965,Video & Animation,Lyric & Music Videos,create a cinematic music video in 4k for your song with actors,88.88,4.9,16,3966
3966,Digital Marketing,Web Traffic,advertise your products on our christian website,17.78,5,18,3967
3967,Video & Animation,Video Editing,do music video editing,44.44,4.9,25,3968
3968,Writing & Translation,Book & eBook Writing,write short stories and fanfictions based on your fantasy,57.77,5,16,3969
3969,Programming & Tech,Databases,"design database, queries, erd, uml, normalization",8.89,5,2,3970
3970,Programming & Tech,QA,do the mobile app testing,17.78,5,11,3971
3971,Music & Audio,Voice Over,record a professional and warm north american voice today,26.66,5,1,3972
3972,Music & Audio,Singers & Vocalists,be your female singer,66.66,5,42,3973
3973,Writing & Translation,Beta Reading,be your professional tough love beta reader,262.19,5,134,3974
3974,Writing & Translation,Business Names & Slogans,create company slogan tagline and brainstorm business name,8.89,5,3,3975
3975,Lifestyle,Relationship Advice,be your life coach,4.44,5,2,3976
3976,Programming & Tech,Support & IT,install and configure big blue button server,35.55,5,11,3977
3977,Digital Marketing,E-Commerce Marketing,launch and rank your amazon product on first page,44.44,5,13,3978
3978,Programming & Tech,Development for StreamersNew,can make custom audio or sound alerts for twitch,4.44,5,12,3979
3979,Video & Animation,Lyric & Music Videos,produce an official music video with professional dancers,311.07,5,6,3980
3980,Business,Virtual Assistant,be your virtual assistant on demand,22.22,4.9,84,3981
3981,Video & Animation,Intros & Outros,create custom beauty guru intro cartoon animation,17.78,4.9,79,3982
3982,Music & Audio,Podcast EditingNew,be your podcast editor,39.99,5,141,3983
3983,Video & Animation,Animated GIFs,make animated gif or loop for your project,75.55,5,4,3984
3984,Music & Audio,Podcast EditingNew,edit produce and master your podcast,22.22,5,77,3985
3985,Music & Audio,Podcast EditingNew,professionally edit and clean your podcast or voiceover,8.89,5,853,3986
3986,Programming & Tech,Chatbots,build an ai survey bot,39.99,nul,nul,3987
3987,Programming & Tech,Support & IT,"perform pen tests for websites, servers and networks",8.89,5,14,3988
3988,Business,E-Commerce ManagementNew,do amazon product research for fba private label business,26.66,5,58,3989
3989,Lifestyle,Personal StylistsNew,be your personal shopper in japan,4.44,5,7,3990
3990,Music & Audio,Session Musicians,record professional guitars for your songs,13.33,5,307,3991
3991,Video & Animation,Short Video Ads,create amazing promotional video,31.11,4.9,943,3992
3992,Video & Animation,Unboxing VideosNew,create a unboxing video for your product,22.22,5,3,3993
3993,Writing & Translation,Technical Writing,professionally edit your user manual,26.66,4.9,34,3994
3994,Writing & Translation,Resume Writing,"create, improve and design your resume or cover letter",84.43,4.9,999,3995
